"Timestamp","Which year are you in?","How are you feeling right now?","On a scale of 1-100, how would you express this feeling?","Gender","Age","Your location ?","Relationship status","Are you happy with your financial state?","How much have you succeeded to cope up with the environment of your educational institution?","Understanding with your family members?","Are you feeling pressure in your study or work right now?","Are you satisfied with your academic result?","Are you happy with your living place?","Who supports you when you are not succeeding in your academic life?","Have you used any social media within the last 6 hours?","Do you have inferiority complex? ","Are you satisfied with your meal today?","Are you feeling sick/health issues today?","Have you done any recreational activity (sports, gaming, hobby etc.) today?","How long did you sleep last night?(in hours)"
"2021/01/30 4:40:19 PM GMT+6","4th year","Bad","39","Male","23","Department","Single","Yes","2","Good","Yes","No","Yes","Friends","Yes","No","Yes","Yes","Yes","3"
"2021/01/30 4:40:25 PM GMT+6","4th year","Normal","53","Male","23","Playground","Single","No","4","Good","No","Yes","Yes","Family","Yes","No","Yes","Yes","No","7"
"2021/01/30 4:40:32 PM GMT+6","4th year","Very good","90","Male","23","Department","Single","Yes","5","Good","No","Yes","Yes","Family","Yes","No","Yes","No","No","9"
"2021/01/30 4:40:40 PM GMT+6","4th year","Bad","31","Male","23","Playground","Single","No","3","Bad","Yes","Yes","Yes","Family","Yes","Maybe","Neutral","No","No","5"
"2021/01/30 4:40:46 PM GMT+6","4th year","Very good","92","Male","23","Playground","Single","Yes","5","Good","No","Yes","Yes","Friends","Yes","No","Yes","No","No","9"
"2021/01/30 4:40:53 PM GMT+6","4th year","Very bad","11","Male","23","Hall-Mess","Single","Yes","1","Bad","Yes","Yes","Yes","Friends","Yes","Yes","No","Yes","No","5"
"2021/01/30 4:41:00 PM GMT+6","4th year","Very bad","7","Male","23","Home","Single","Yes","1","Normal","Yes","No","Yes","Friends","Yes","Maybe","No","No","No","3"
"2021/01/30 4:41:07 PM GMT+6","4th year","Very bad","3","Male","23","Department","Single","No","2","Normal","Yes","Yes","No","Friends","Yes","No","Yes","No","No","6"
"2021/01/30 4:41:14 PM GMT+6","4th year","Bad","30","Male","23","Hall-Mess","Single","Yes","2","Bad","Yes","No","Yes","Friends","Yes","Yes","Yes","No","Yes","3"
"2021/01/30 4:41:21 PM GMT+6","4th year","Bad","31","Male","23","Playground","Single","No","1","Good","Yes","No","No","Family","Yes","No","Neutral","Yes","No","5"
"2021/01/30 4:41:28 PM GMT+6","4th year","Good","89","Male","23","Playground","Single","Yes","4","Good","No","No","Yes","Friends","Yes","No","Yes","No","Yes","7"
"2021/01/30 4:41:35 PM GMT+6","4th year","Normal","59","Male","23","Home","Single","Yes","5","Good","No","No","No","Family","Yes","Maybe","Neutral","Yes","Yes","8"
"2021/01/30 4:41:42 PM GMT+6","4th year","Good","72","Male","23","Department","Single","Yes","3","Normal","No","No","Yes","Family","Yes","No","Yes","No","No","8"
"2021/01/30 4:41:49 PM GMT+6","4th year","Normal","50","Male","23","Playground","Single","Yes","4","Good","No","Yes","Yes","Family","Yes","Maybe","Yes","Yes","No","7"
"2021/01/30 4:41:56 PM GMT+6","4th year","Bad","37","Male","23","Playground","Single","No","2","Normal","Yes","Yes","No","Family","Yes","Yes","Neutral","No","No","3"
"2021/01/30 4:42:03 PM GMT+6","4th year","Very good","96","Male","23","Playground","Single","Yes","3","Good","No","Yes","Yes","Family","Yes","No","Yes","No","Yes","7"
"2021/01/30 4:42:10 PM GMT+6","4th year","Very bad","7","Male","23","Playground","Single","Yes","3","Normal","Yes","Yes","No","Family","Yes","No","Neutral","Yes","Yes","6"
"2021/01/30 4:42:17 PM GMT+6","4th year","Very good","98","Male","23","Home","Single","Yes","3","Normal","No","Yes","Yes","Friends","Yes","No","Neutral","No","No","7"
"2021/01/30 4:42:24 PM GMT+6","4th year","Good","75","Male","23","Hall-Mess","Single","Yes","3","Good","No","Yes","Yes","Friends","Yes","No","Neutral","No","Yes","9"
"2021/01/30 4:42:31 PM GMT+6","4th year","Bad","24","Male","23","Hall-Mess","Single","No","1","Bad","Yes","No","No","Family","Yes","Maybe","Neutral","No","Yes","6"
"2021/01/30 4:42:38 PM GMT+6","4th year","Very good","92","Male","23","Department","Single","Yes","5","Normal","No","Yes","Yes","Friends","Yes","No","Yes","No","Yes","7"
"2021/01/30 4:42:45 PM GMT+6","4th year","Very bad","8","Male","23","Hall-Mess","Single","No","3","Normal","Yes","Yes","Yes","Friends","Yes","Maybe","No","No","No","4"
"2021/01/30 4:42:52 PM GMT+6","4th year","Good","89","Male","23","Home","Single","Yes","5","Normal","No","Yes","Yes","Friends","Yes","No","Yes","No","Yes","10"
"2021/01/30 4:42:59 PM GMT+6","4th year","Very good","93","Male","23","Playground","Single","Yes","5","Normal","No","Yes","Yes","Family","Yes","No","Neutral","No","No","7"
"2021/01/30 4:43:06 PM GMT+6","4th year","Normal","70","Male","23","Department","Single","No","5","Good","Yes","No","Yes","Friends","Yes","No","Yes","Yes","Yes","7"
"2021/01/30 4:43:13 PM GMT+6","4th year","Normal","57","Male","23","Playground","Single","Yes","4","Normal","No","No","No","Family","Yes","No","Neutral","Yes","Yes","7"
"2021/01/30 4:43:20 PM GMT+6","4th year","Good","84","Male","23","Hall-Mess","Single","Yes","4","Normal","No","Yes","Yes","Family","Yes","No","Yes","No","No","7"
"2021/01/30 4:43:27 PM GMT+6","4th year","Normal","62","Male","23","Hall-Mess","Single","Yes","5","Normal","Yes","Yes","Yes","Friends","Yes","No","Neutral","No","Yes","6"
"2021/01/30 4:43:34 PM GMT+6","4th year","Very bad","17","Male","23","Playground","Single","Yes","3","Good","Yes","No","No","Family","Yes","No","Neutral","Yes","No","5"
"2021/01/30 4:43:41 PM GMT+6","4th year","Normal","62","Male","23","Hall-Mess","Single","No","5","Normal","No","Yes","Yes","Family","Yes","No","Neutral","No","No","8"
"2021/01/30 4:43:48 PM GMT+6","4th year","Normal","59","Male","23","Department","Single","Yes","5","Normal","No","Yes","Yes","Family","Yes","No","Neutral","Yes","No","8"
"2021/01/30 4:43:55 PM GMT+6","4th year","Bad","30","Male","23","Hall-Mess","Single","No","3","Good","Yes","No","Yes","Friends","Yes","Maybe","Yes","Yes","Yes","3"
"2021/01/30 4:44:02 PM GMT+6","4th year","Very bad","4","Male","23","Department","Single","Yes","3","Good","Yes","Yes","No","Friends","Yes","Maybe","Yes","No","Yes","4"
"2021/01/30 4:44:09 PM GMT+6","4th year","Very bad","5","Male","23","Department","Single","No","3","Good","Yes","No","Yes","Family","Yes","Maybe","Yes","No","No","3"
"2021/01/30 4:44:17 PM GMT+6","4th year","Normal","68","Male","23","Hall-Mess","Single","No","3","Good","No","Yes","No","Family","Yes","Maybe","Neutral","No","Yes","7"
"2021/01/30 4:44:23 PM GMT+6","4th year","Good","75","Male","23","Playground","Single","Yes","3","Normal","No","No","Yes","Family","Yes","No","Neutral","No","No","9"
"2021/01/30 4:44:30 PM GMT+6","4th year","Very good","99","Male","23","Hall-Mess","Single","Yes","3","Normal","No","Yes","Yes","Friends","Yes","No","Yes","No","No","7"
"2021/01/30 4:44:38 PM GMT+6","4th year","Very bad","15","Male","23","Home","Single","No","3","Good","Yes","Yes","No","Friends","Yes","No","Neutral","No","Yes","6"
"2021/01/30 4:44:44 PM GMT+6","4th year","Normal","60","Male","23","Playground","Single","No","4","Good","No","No","No","Family","Yes","Maybe","Neutral","No","No","8"
"2021/01/30 4:44:51 PM GMT+6","4th year","Good","86","Male","23","Playground","Single","Yes","4","Good","No","No","Yes","Friends","Yes","No","Yes","No","No","7"
"2021/01/30 4:44:59 PM GMT+6","4th year","Very good","99","Male","23","Home","Single","Yes","3","Good","No","Yes","Yes","Family","Yes","No","Neutral","No","Yes","9"
"2021/01/30 4:45:06 PM GMT+6","4th year","Bad","37","Male","23","Playground","Single","No","1","Bad","Yes","Yes","No","Family","Yes","Maybe","Yes","No","Yes","6"
"2021/01/30 4:45:13 PM GMT+6","4th year","Good","88","Male","23","Playground","Single","Yes","5","Normal","No","No","Yes","Friends","Yes","No","Yes","No","Yes","9"
"2021/01/30 4:45:19 PM GMT+6","4th year","Good","79","Male","23","Department","Single","Yes","5","Normal","No","Yes","Yes","Friends","Yes","No","Yes","No","Yes","10"
"2021/01/30 4:45:35 PM GMT+6","4th year","Good","85","Male","23","Hall-Mess","Single","Yes","3","Good","No","Yes","Yes","Family","Yes","No","Neutral","No","Yes","8"
"2021/01/30 4:45:37 PM GMT+6","4th year","Very good","90","Male","23","Department","Single","Yes","4","Good","No","No","Yes","Friends","Yes","No","Neutral","No","No","7"
"2021/01/30 4:45:41 PM GMT+6","4th year","Bad","49","Male","23","Hall-Mess","Single","Yes","1","Good","Yes","No","No","Friends","Yes","No","Neutral","Yes","No","4"
"2021/01/30 4:45:47 PM GMT+6","4th year","Very bad","8","Male","23","Hall-Mess","Single","Yes","2","Good","Yes","Yes","No","Friends","Yes","Maybe","Neutral","Yes","No","5"
"2021/01/30 4:45:55 PM GMT+6","4th year","Very good","93","Male","23","Playground","Single","Yes","5","Normal","No","Yes","Yes","Family","Yes","No","Yes","No","No","10"
"2021/01/30 4:46:01 PM GMT+6","4th year","Good","89","Male","23","Home","Single","Yes","3","Good","No","No","Yes","Friends","Yes","No","Yes","No","No","7"
"2021/01/30 4:46:09 PM GMT+6","4th year","Good","80","Male","23","Hall-Mess","Single","Yes","3","Good","No","Yes","Yes","Family","Yes","No","Yes","No","Yes","9"
"2021/01/30 4:46:15 PM GMT+6","4th year","Very bad","9","Male","23","Home","Single","Yes","2","Good","Yes","No","Yes","Friends","Yes","Yes","Neutral","Yes","No","4"
"2021/01/30 4:46:23 PM GMT+6","4th year","Bad","40","Male","23","Home","Single","Yes","1","Normal","Yes","No","No","Friends","Yes","No","No","Yes","No","5"
"2021/01/30 4:46:29 PM GMT+6","4th year","Good","70","Male","23","Home","Single","Yes","3","Normal","No","No","Yes","Family","Yes","No","Yes","No","Yes","10"
"2021/01/30 4:46:36 PM GMT+6","4th year","Bad","20","Male","23","Hall-Mess","Single","No","2","Good","Yes","Yes","No","Friends","Yes","Maybe","Yes","Yes","No","6"
"2021/01/30 4:46:44 PM GMT+6","4th year","Good","80","Male","23","Playground","Single","Yes","3","Good","No","No","Yes","Friends","Yes","No","Neutral","No","Yes","8"
"2021/01/30 4:46:51 PM GMT+6","4th year","Normal","67","Male","23","Department","Single","No","5","Good","Yes","No","Yes","Friends","Yes","No","Yes","No","No","8"
"2021/01/30 4:46:57 PM GMT+6","4th year","Very bad","12","Male","23","Department","Single","Yes","2","Normal","Yes","No","No","Friends","Yes","No","Neutral","No","No","3"
"2021/01/30 4:47:05 PM GMT+6","4th year","Bad","30","Male","23","Department","Single","Yes","2","Bad","Yes","No","Yes","Friends","Yes","No","Neutral","Yes","No","7"
"2021/01/30 4:47:12 PM GMT+6","4th year","Good","74","Male","23","Department","Single","Yes","4","Good","No","Yes","Yes","Family","Yes","No","Neutral","No","No","9"
"2021/01/30 4:47:19 PM GMT+6","4th year","Normal","62","Male","23","Department","Single","Yes","4","Normal","No","No","No","Friends","Yes","No","Neutral","Yes","Yes","7"
"2021/01/30 4:47:26 PM GMT+6","4th year","Bad","33","Male","23","Playground","Single","Yes","1","Good","Yes","No","No","Friends","Yes","No","Neutral","Yes","No","3"
"2021/01/30 4:47:33 PM GMT+6","4th year","Bad","21","Male","23","Home","Single","Yes","2","Bad","Yes","Yes","Yes","Family","Yes","Yes","Neutral","No","No","6"
"2021/01/30 4:47:40 PM GMT+6","4th year","Normal","70","Male","23","Playground","Single","No","4","Normal","Yes","No","Yes","Friends","Yes","Maybe","Neutral","Yes","No","6"
"2021/01/30 4:47:47 PM GMT+6","4th year","Normal","62","Male","23","Playground","Single","Yes","5","Normal","No","No","No","Friends","Yes","Maybe","Yes","No","No","8"
"2021/01/30 4:47:54 PM GMT+6","4th year","Very good","90","Male","23","Playground","Single","Yes","5","Normal","No","No","Yes","Family","Yes","No","Neutral","No","Yes","9"
"2021/01/30 4:48:01 PM GMT+6","4th year","Very good","92","Male","23","Hall-Mess","Single","Yes","5","Normal","No","Yes","Yes","Family","Yes","No","Yes","No","No","8"
"2021/01/30 4:48:09 PM GMT+6","4th year","Very good","99","Male","23","Playground","Single","Yes","4","Good","No","Yes","Yes","Friends","Yes","No","Yes","No","Yes","10"
"2021/01/30 4:48:15 PM GMT+6","4th year","Good","86","Male","23","Hall-Mess","Single","Yes","5","Normal","No","No","Yes","Family","Yes","No","Yes","No","No","8"
